Incident #,Time,Date Occurred,Description,Location,Disposition,Day Occurred,Month Occurred,Year Occurred
20-12122,2116,10/7/20,Public Intoxication,UDPD,Pending,7,10,2020
20-012162,1715,10/8/20,CCDW/School Zone,E Delaware Ave/S College Ave,Arrest,8,10,2020
20-12266,1734,10/10/20,Assist Other Agency,S College Ave,Administrative Sanction,10,10,2020
20-12278,1907,10/10/20,Assist Other Agency,Benny St,Administrative Sanction,10,10,2020
20-12291,0101,10/11/20,Underage Consumption,Delaware Stadium,Administrative Sanction,11,10,2020
20-12399,0946,10/13/20,Theft,Lot #57,Pending,13,10,2020
20-12406,1343,10/11/20,Theft,University Courtyard Apartments,Pending,11,10,2020
20-12411,1520,10/12/20,Theft,Lot #10,Pending,12,10,2020
20-12459,1344,10/15/20,Theft,Lot #88,Pending,15,10,2020
20-12494,2335,10/15/20,Public Intoxication,S Main St,Administrative Sanction,15,10,2020
20-12505,1134,10/15/20,Theft,University Courtyard Apartments,Pending,15,10,2020
20-12516,1810,10/16/20,Terroristic Threatening,Hugh Morris Library,Pending,16,10,2020
20-12524,2146,10/16/20,Public Intoxication,E Main St,Adminstrative Sanction,16,10,2020
20-12532,0209,10/17/20,Underage Consumption,Thomas McKean Hall,Adminstrative Sanction,17,10,2020
20-012597,0320,10/19/20,Possession of Marijuana,E Main St/S College Ave,Arrest,19,10,2020
20-12711,1545,10/21/20,Trespass,Carpenter Sport Building,Pending,21,10,2020
20-12169,1334,10/22/20,Possession of Marijuana,University Courtyard Apartments,Arrest,22,10,2020
20-12753,0140,10/23/20,Public Intoxication,Woolen Way,Adminstrative Sanction,23,10,2020
20-12802,2346,10/23/20,Underage Consumption,George Read Hall,Administrative Sanction,23,10,2020
20-12825,1055,10/23/20,Theft,Thomas McKean Hall,Pending,23,10,2020
20-12828,1351,10/23/20,Theft,University Courtyard Apartments,Pending,23,10,2020
20-12851,2312,10/24/20,Public Intoxication,West Knoll Apts,Administrative Sanction,24,10,2020
20-12856,0533,10/25/20,Underage Consumption,Thorn Ln,Administrative Sanction,25,10,2020
20-12890,0016,10/23/20,Trespass,George Read Hall,Pending,23,10,2020
20-12945,1640,10/12/20,Motor Vehicle Collision (Hit & Run),CFA Parking Garage,Pending,12,10,2020
20-12959,2345,10/27/20,Traffic Violation/Fugitve,Delaware Ave/Library Ave,Arrest,27,10,2020
20-12999,1623,10/16/20,Theft,George Read Hall,Pending,16,10,2020
20-13004,2057,10/28/20,Assist Other Agency,Ogletown Rd/Marrows Rd,Service Clear,28,10,2020
20-13010,0007,10/29/20,Public Intoxication,Waterworks Ln,Administratvie Sanction,29,10,2020
20-13032,1237,10/29/20,Damaged Property,George Read Hall,Pending,29,10,2020
20-13035,1510,10/29/20,Damaged Property,University Courtyard Apartments,Pending,29,10,2020
20-13052,2351,10/29/20,Public Intoxication,New London Rd,Adminsitrative Sanction,29,10,2020
20-13053,2357,10/29/20,Public Intoxication,Studio Green Apts,Adminsitrative Sanction,29,10,2020
20-13054,0114,10/30/20,Public Intoxication,Chapel Street,Administrative Sanction,30,10,2020
20-13063,1118,10/30/20,Theft,Scholar Dr,Arrest,30,10,2020
20-013072,1701,10/21/20,Theft,Scholar Dr,Pending,21,10,2020
20-13083,2237,10/30/20,Assist Other Agency,Rittenhouse Station,Administrative Sanction,30,10,2020
2-0013088,2335,10/28/20,Theft,Lot #6,Pending,28,10,2020
20-13087,2336,10/30/20,Assist Other Agency,S Chapel St,Administrative Sanction,30,10,2020
20-13091,0020,10/31/20,Assist Other Agency,E Cleveland Ave,Administrative Sanction,31,10,2020
20-13093,0042,10/31/20,Disorderly Conduct,N Chapel St,Administrative Sanction,31,10,2020
20-13129,0341,11/1/20,Underage Consumption,Theater,Arrest,1,11,2020
20-13174,1343,10/25/20,Theft,University Courtyard Apartments,Pending,25,10,2020
20-13261,1134,11/4/20,Theft,Lot #3,Pending,4,11,2020
20-13273,1812,11/4/20,Theft,Harter Hall,Pending,4,11,2020
20-13275,1859,11/4/20,Theft,Harter Hall,Pending,4,11,2020
20-13353,2347,11/6/20,Unruly Gathering/Unlawful Large Gathering,Annabelle St,Administrative Sanction,6,11,2020
20-13356,0041,11/7/20,Unruly Gathering/Unlawful Large Gathering,Kershaw St,Administrative Sanction,7,11,2020
20-13358,0219,11/7/20,Unruly Gathering/Unlawful Large Gathering,Linden St,Administrative Sanction,7,11,2020
20-13373,1207,11/7/20,Theft,Lot #6,Pending,7,11,2020
20-13401,2247,11/7/20,Unruly Gathering/Unlawful Large Gathering,E Main St,Administrative Sanction,7,11,2020
20-13525,1346,11/6/20,Theft,Marriot Hotel,Pending,6,11,2020
20-13638,1728,11/13/20,Damaged Property,Thomas McKean Hall,Pending,13,11,2020
20-13648,2316,11/13/20,Public Intoxication,Church St,Administrative Sanction,13,11,2020
20-13680,1751,11/14/20,Theft,University Courtyard Apartments,Arrest,14,11,2020
20-13692,2150,11/14/20,Public Intoxication,"127 East Cleveland Ave, Newark, DE 19711      (Exterior)",Administrative Sanction,14,11,2020
20-13714,1729,11/15/20,Trespass,Delaware Field House,Exceptionally Clear,15,11,2020
20-13845,1855,11/15/20,Theft,University Courtyard Apartments,Pending,15,11,2020
20-13856,0846,11/19/20,Graffiti,Clayton Hall,Pending,19,11,2020
20-13931,2139,11/2/20,Possession of Marijuana,Thomas McKean Hall,Administrative Sanction,2,11,2020
20-14032,0915,11/23/20,DUI,Sincock Ln/Roger Martin Ln,Arrest,23,11,2020
20-14053,2312,11/23/20,Damaged Property,Amstel Ave,Pending,23,11,2020
20-14178,2218,11/28/20,Public Intoxication,UDPD,Exceptionally Clear,28,11,2020
20-14389,0120,12/5/20,Unruly Gathering/Unlawful Large Gathering,N College Ave,Administrative Sanction,5,12,2020
20-14396,0753,12/5/20,Trespass,ROTC,Administrative Sanction,5,12,2020
20-14431,2344,12/5/20,Public Intoxication,S Main St,Administrative Sanction,5,12,2020
20-14437,0134,12/6/20,Offensive Touching,E Cleveland Ave,Pending,6,12,2020
20-14482,0210,12/7/20,Assault,Library Ave/E Delaware Ave,Service Clear,7,12,2020
20-14529,1152,12/7/20,Possession of a Controlled Substance/ Drug Paraphernalia,University Courtyard Apartments,Pending,7,12,2020
20-14576,1939,12/9/20,Offensive Touching,Independence Hall East,Arrest,9,12,2020
20-14591,1939,12/9/20,Possession of Marijuana,Independence Hall East,Civil Assessment,9,12,2020
20-14641,0114,12/11/20,Public Intoxication,New St,Administrative Sanction,11,12,2020
20-14647,0549,12/11/20,Damaged Property,Student Services Building,Pending,11,12,2020
20-14693,1738,12/12/20,Unruly Gathering/Unlawful Large Gathering,N College Ave,Adminstrative Sanction,12,12,2020
20-14697,1918,12/12/20,Harassment,Innternationale House,Pending,12,12,2020
20-14715,0129,12/13/20,Unruly Gathering/Unlawful Large Gathering,Woolen Way,Adminstrative Sanction,13,12,2020
20-14718,0320,12/13/20,Public Intoxication,Chapel Street,Adminstrative Sanction,13,12,2020
20-14826,1803,11/9/20,Harassment,Wolf Hall,Pending,9,11,2020
20-15269,2348,12/28/20,Unruly Gathering/Unlawful Large Gathering,Center St/E Main St,Administrative Sanction,28,12,2020
20-15330,1936,12/30/20,Damaged Property,Hugh Morris Library,Pending,30,12,2020
20-15356,2325,12/31/20,Theft,Trabant University Center,Administrative Sanction,31,12,2020
21-00001,0017,1/1/21,Public Intoxication,Center St,Administrative Sanction,1,1,2021
21-00079,1025,12/31/20,Harassment,UDPD,Exceptionally Clear,31,12,2020
21-00380,2153,1/15/21,Public Intoxication,Woolen Way,Administrative Sanction,15,1,2021
21-00413,1915,1/16/21,Trespass,CFA Parking Garage,Pending,16,1,2021
21-00419,2228,1/16/21,Traffic Violation/Fugitve,Academy St/E Delaware Ave,Arrest,16,1,2021
21-00494,1105,1/16/21,Harassment,UDPD,Pending,16,1,2021
21-00567,0928,1/1/21,Graffiti,Lot #19,Pending,1,1,2021
21-00587,0109,1/22/21,DUI,E Cleveland Ave,Adminstrative Sanction,22,1,2021
21-00596,1050,1/21/21,Harassment,Student Services Building,Pending,21,1,2021
21-00628,2203,1/23/21,Assist Other Agency,E Delaware Ave/S Chapel St,Exceptionally Clear,23,1,2021
21-00676,0054,1/26/21,Graffiti,University Courtyard Apartments,Arrest,26,1,2021
21-00727,1157,1/27/21,Theft,Academy St,Pending,27,1,2021
21-00809,0002,1/30/21,Public Intoxication,E Main St,Administrative Sanction,30,1,2021
21-00814,0135,1/30/21,Public Intoxication,Waterworks Ln,Administrative Sanction,30,1,2021
21-00846,0316,1/30/21,DUI,N Chapel St/E Main St,Administrative Sanction,30,1,2021
21-00966,0152,2/4/21,DUI,Capitol Trl/E Cleveland Ave,Arrest,4,2,2021
21-01018,0948,2/4/21,Theft,Sharp Lab,Pending,4,2,2021
21-01043,0049,2/6/21,Disorderly Conduct,McDonalds,Exceptionally Clear,6,2,2021
21-01077,0300,2/7/21,Damaged Property,George Read Hall,Pending,7,2,2021
21-01148,0913,2/9/21,Harassment,University Courtyard Apartments,Pending,9,2,2021
21-01212,2214,2/10/21,Graffiti,George Read Hall,Pending,10,2,2021
39-21-01215,0047,2/11/21,Assist Other Agency,E Cleveland Ave,Administrative Sanction,11,2,2021
21-01294,0102,2/13/21,Public Intoxication,W Main St,Administrative Sanction,13,2,2021
21-01316,1529,2/13/21,Motor Vehicle Collision (Hit & Run),Trabant University Center,Pending,13,2,2021
21-01329,2115,2/13/21,Public Intoxication,Trabant University Center,Pending,13,2,2021
21-01345,0337,2/14/21,Underage Consumption,George Read Hall,Administrative Sanction,14,2,2021
21-01394,1216,2/15/21,Trespass,University Courtyard Apartments,Exceptionally Clear,15,2,2021
21-01456,2210,2/16/21,Public Intoxication,Opera House Apartments,Administrative Sanction,16,2,2021
21-01460,2324,2/16/21,Harassment,Sharp Lab,Exceptionally Clear,16,2,2021
21-01506,2006,2/15/21,Disorderly Conduct,Independence Hall West,Administrative Sanction,15,2,2021
21-01517,2340,2/17/21,Public Intoxication,S Chapel St,Administrative Sanction,17,2,2021
21-01518,2358,2/17/21,Public Intoxication,Annabelle St,Administrative Sanction,17,2,2021
21-01547,2304,2/19/21,Public Intoxication,Main St Court Apartments,Administrative Sanction,19,2,2021
21-01567,0952,2/17/21,Motor Vehicle Collision (Hit & Run),Motor Pool,Pending,17,2,2021
21-01573,1300,2/11/21,Theft,CFA Parking Garage,Pending,11,2,2021
21-01586,2323,2/19/21,Possession of Marijuana,Independence Hall,Administrative Sanction,19,2,2021
21-01588,0002,2/20/21,Public Intoxication,One Easton Apartments,Administrative Sanction,20,2,2021
21-01591,0035,2/20/21,Public Intoxication,Wilbur St,Administrative Sanction,20,2,2021
21-01593,0108,2/20/21,Possession of Marijuana,ROTC,Civil Assessment/Administrative Sanction,20,2,2021
21-01594,0108,2/20/21,Disorderly Conduct,Wilbur St,Administrative Sanction,20,2,2021
21-01595,0111,2/20/21,Public Intoxication,Cleveland Ave,Pending,20,2,2021
21-01597,0215,2/20/21,Underage Consumption,Russell C,Administrative Sanction,20,2,2021
21-01633,0020,2/21/21,Underage Consumption,Harrington Hall E,Administrative Sanction,21,2,2021
21-01635,0041,2/21/21,Public Intoxication,Main Street Court Apartments,Administrative Sanction,21,2,2021
21-01636,0052,2/21/21,Public Intoxication,Main Street Court Apartments,Administrative Sanction,21,2,2021
20-01639,0118,2/21/21,Underage Consumption,Ray Street Hall B,Administrative Sanction,21,2,2021
21-01670,1821,2/21/21,Suicide (Attempt),Smyth Hall,Pending,21,2,2021
21-01671,1931,2/21/21,Harassment,UDPD,Pending,21,2,2021
21-01688,1316,2/12/21,Theft,Fintech Building,Pending,12,2,2021
21-01708,0026,2/23/21,Unruly Gathering/Unlawful Large Gathering,S College Ave,Administrative Sanction,23,2,2021
21-01757,0816,2/24/21,Trespass,Newark Regional Transportation Center,Excpetionally Clear,24,2,2021
21-01788,2108,2/24/21,Possession of Marijuana,Caesar Rodney C,Civil Assessment,24,2,2021
21-01835,2358,2/25/21,Public Intoxication,Choate St,Administrative Sanction,25,2,2021
21-01841,0126,2/26/21,Public Intoxication,E Main St,Administrative Sanction,26,2,2021
21-01842,0209,2/26/21,Disorderly Conduct,Perkins Student Center,Administrative Sanction,26,2,2021
21-01895,2117,2/26/21,Receiving Stolen Property,Harrington Hall C,Administrative Sanction,26,2,2021
21-01907,0102,2/27/21,Disorderly Conduct,S. Main St,Administrative Sanction,27,2,2021
21-01908,0110,2/27/21,Public Intoxication,University Courtyard Apartments,Administrative Sanction,27,2,2021
21-01927,1611,2/27/21,Public Intoxication,Wawa,Pending,27,2,2021
21-01948,2318,2/27/21,Loud Party,Hamlet Wy,Administrative Sanction,27,2,2021
21-01953,2358,2/27/21,Disorderly Conduct,Klondike Kate's,Arrest,27,2,2021
21-01961,0100,2/28/21,Underage Consumption,South Academy Residence Hall,Administrative Sanction,28,2,2021
21-01996,2322,2/28/21,Public Intoxication,School Lane Garden Apartments,Administrative Sanction,28,2,2021
21-02023,1407,3/1/21,Possession of Marijuana,Brown Lab,Civil Assessment,1,3,2021
21-02041,2204,3/1/21,Robbery,University Courtyard Apartments,Pending,1,3,2021
21-02049,0900,3/2/21,Trespass,Independence Hall,Administrative Sanction,2,3,2021
21-02130,1942,3/2/21,Theft,Trabant University Center,Pending,2,3,2021
21-02169,1622,3/4/21,Trespass,Perkins Student Center,Exceptionally Clear,4,3,2021
21-02172,1800,3/4/21,Trespass,Smyth Hall,Arrest,4,3,2021
21-02187,2237,3/4/21,Public Intoxication,W Main St,Administrative Sanction,4,3,2021
21-02189,2304,3/4/21,Public Intoxication,E Main St,Administrative Sanction,4,3,2021
21-02193,0110,3/5/21,Offensive Touching,Louis Redding Hall,Arrest,5,3,2021
21-02196,0110,3/5/21,Underage Consumption,Louis Redding Hall,Administrative Sanction,5,3,2021
21-02210,1024,2/27/21,Motor Vehicle Collision (Hit & Run),University Courtyard Apartments,Pending,27,2,2021
21-02230,1952,3/5/21,Possession of a Controlled Substance/ Drug Paraphernalia,Lot #55,Administrative Sanction,5,3,2021
21-02249,2345,3/5/21,Disorderly Conduct,N College Ave/Ray St,Excpetionally Clear,5,3,2021
21-02259,0324,3/6/21,Underage Consumption,S College Ave/Kells Ave,Civil Assessment,6,3,2021
21-02290,1942,3/6/21,Trespass,Kent Hall,Exceptionally Clear,6,3,2021
21-02306,2332,3/6/21,Public Intoxication,Veterans Dr,Administrative Sanction,6,3,2021
21-02307,0015,3/7/21,Public Intoxication,Veterans Dr,Administrative Sanction,7,3,2021
21-02442,1625,2/22/21,Motor Vehicle Collision (Hit & Run),Lot #10,Pending,22,2,2021
21-02464,0118,3/10/21,Underage Consumption,Smyth Hall,Administrative Sanction,10,3,2021
21-02471,0806,3/8/21,Burglary,Fintech Building,Pending,8,3,2021
2-002505,0806,3/8/21,Theft,Fintech Building,Pending,8,3,2021
21-02490,1312,3/10/21,Trespass,Perkins Student Center,Administrative Sanction,10,3,2021
21-02523,0809,3/10/21,Theft,Thomas McKean Hall,Pending,10,3,2021
21-02562,1925,3/11/21,Public Intoxication,Wollaston Ave,Administrative Sanction,11,3,2021
21-02567,2036,3/11/21,Underage Possession,Ashley Rd/ S Chapel St,Administrative Sanction,11,3,2021
21-02578,2255,3/11/21,Traffic Violation/Fugitve,S Chapel St/E Delaware Ave,t Arrest,11,3,2021
21-02584,0002,3/12/21,Public Intoxication,Benny St,Administrative Sanction,12,3,2021
21-02589,0050,3/12/21,DUI,Scholar Dr/S Chapel St,Arrest,12,3,2021
21-02615,1401,3/12/21,Trespass,Innovation Way,Pending,12,3,2021
21-02635,2026,3/12/21,Trespass,Kent Hall,Administrative Sanction,12,3,2021
21-02636,2036,3/12/21,Trespass,James Smith Hall,Pending,12,3,2021
21-02648,2350,3/12/21,Public Intoxication,E Cleveland Ave,Administrative Sanction,12,3,2021
21-02681,1323,3/13/21,Receiving Stolen Property,University Courtyard Apartments,Administrative Sanction,13,3,2021
21-02693,1353,3/12/21,Damaged Property,Hullihen Hall,Pending,12,3,2021
21-02723,0033,3/14/21,Trespass,New Castle Residence Hall,Administrative Sanction,14,3,2021
21-02798,1246,3/15/21,Trespass,Lot #31,Pending,15,3,2021
21-02852,0023,3/17/21,Public Intoxication,E Park Pl,Administrative Sanction,17,3,2021
21-02885,1633,3/14/21,Motor Vehicle Collision (Hit & Run),Lot #55,Service Clear,14,3,2021
21-02901,2135,3/15/21,Harassment,Smyth Hall,Pending,15,3,2021
21-02915,2320,3/17/21,Resisting Arrest,W Main St,Administrative Sanction,17,3,2021
21-02966,2127,2/28/21,Sexual Assault,University of Delaware,Pending,28,2,2021
21-02967,2201,3/18/21,Public Intoxication,New London Rd,Administrative Sanction,18,3,2021
21-02973,0014,3/19/21,Trespass,Newark Regional Transportation Center,Exceptionally Clear,19,3,2021
21-02973,0014,3/19/21,Trespass,Newark Regional Transportation Center,Exceptionally Clear,19,3,2021
21-02975,0056,3/19/21,Unruly Gathering/Unlawful Large Gathering,New London Rd,Administrative Sanction,19,3,2021
21-03001,1652,3/19/21,Robbery,Louis Redding Hall,Pending,19,3,2021
21-03022,2356,3/19/21,DUI,Academy St/E Park Pl,Arrest,19,3,2021
21-03023,0008,3/20/21,Unruly Gathering/Unlawful Large Gathering,Dallas Ave,Administrative Sanction,20,3,2021
21-03032,0200,3/20/21,Unruly Gathering/Unlawful Large Gathering,Manuel St,Administrative Sanction,20,3,2021
21-03051,1322,3/19/21,Motor Vehicle Collision (Hit & Run),Lot #31,Pending,19,3,2021
21-03076,1934,3/20/21,Damaged Property,UDPD,Pending,20,3,2021
21-03088,2350,3/20/21,Public Intoxication,S Main St,Administrative Sanction,20,3,2021
21-03089,0023,3/21/21,Robbery,Benny St,Service Clear,21,3,2021
21-03090,0124,3/21/21,Underage Consumption,Louis Redding Hall,Administrative Sanction,21,3,2021
21-03093,0404,3/21/21,Possession of Marijuana,University Courtyard Apartments,Civil Assessment,21,3,2021
21-03144,1341,3/19/21,Theft,Pencader Dining Hall,Pending,19,3,2021
21-03148,1531,3/22/21,Damaged Property,Russell C,Pending,22,3,2021
21-03211,2217,3/23/21,Theft,Russell C,Pending,23,3,2021
21-03218,0218,3/24/21,DUI,S Main St/ W Park Pl,Arrest,24,3,2021
21-03319,1308,3/25/21,Theft,University Courtyard Apartments,Pending,25,3,2021
21-03326,1628,3/26/21,Receiving Stolen Property,E Delaware Ave,Administrative Sanction,26,3,2021
21-03352,2224,3/26/21,Public Intoxication,Dallas Ave,Administrative Sanction,26,3,2021
21-03353,2257,3/26/21,Unruly Gathering/Unlawful Large Gathering,The Waverly Apts,Administrative Sanction,26,3,2021
21-03354,2316,3/26/21,Unruly Gathering/Unlawful Large Gathering,S College Ave,Administrative Sanction,26,3,2021
21-03360,0107,3/27/21,Underage Consumption,Harrington Commons,Administrative Sanction,27,3,2021
21-03362,0120,3/27/21,Public Intoxication,Unit Block E. Cleveland Avenue,Administrative Sanction,27,3,2021
21-03368,0155,3/27/21,Disorderly Conduct,Harrington Commons,Administrative Sanction,27,3,2021
21-03369,0202,3/27/21,Underage Consumption,Allison Hall,Arrest,27,3,2021
21-03371,0232,3/27/21,Damaged Property,Lane Hall,Pending,27,3,2021
213428,0004,3/27/21,Unruly Gathering/Unlawful Large Gathering,200 Block W. Main Street,Administrative Sanction,27,3,2021
21-03439,0333,3/27/21,Underage Consumption,Independence Hall East,Administrative Sanction,27,3,2021
21-03443,0509,3/27/21,DUI,Sypherd Hall,Arrest,27,3,2021
21-03446,0740,3/28/21,Trespass,Maintenance Center,Pending,28,3,2021
21-03459,1739,3/28/21,Theft,University Courtyard Apartments,Pending,28,3,2021
21-03469,2202,3/28/21,Damaged Property,Harrington Hall B,Administrative Sanction,28,3,2021
21-03504,1850,3/29/21,Motor Vehicle Collision (Hit & Run),Rust Arena,Pending,29,3,2021
21-03507,1943,3/25/21,Sexual Assault,George Read Hall,Pending,25,3,2021
21-03618,0945,3/31/21,Theft,University Courtyard Apartments,Pending,31,3,2021
21-03637,1901,4/1/21,Unruly Gathering/Unlawful Large Gathering,W Main St,Administrative Sanction,1,4,2021
21-03698,2334,4/2/21,Public Intoxication,Kershaw St/Cleveland Ave,Administrative Sanction,2,4,2021
